month,0_总指数,0_农产品,0_矿产品,0_煤油电,1_国外资产,1_储备资产,1_准备金存款,1_库存现金,1_对政府债权,1_对中央银行债权,1_对其他存款性公司债权,1_对其他金融机构债权,1_对非金融机构债权,1_对其他居民部门债权,1_其他资产,1_对非金融机构及住户负债,1_纳入广义货币的存款,1_单位活期存款,1_单位定期存款,1_个人存款,1_不纳入广义货币的存款,1_可转让存款,1_其他存款,1_其他负债,1_对中央银行负债,1_对其他存款性公司负债,1_对其他金融性公司负债,1_国外负债,1_债券发行,1_实收资本,1_其他负债.1,1_总负债,2_国外净资产,2_国内信贷,2_对政府债权(净),2_对非金融部门债权,2_对其他金融部门债权,2_货币和准货币,2_货币,2_流通中现金,2_活期存款,2_准货币,2_定期存款,2_储蓄存款,2_其他存款,2_不纳入广义货币的存款,2_债券,2_实收资本,2_其他(净),3_一特别提款权单位折合人民币(期末数),3_一美元折合人民币(期末数),3_一美元折合人民币(平均数),4_M0,4_M1,4_M2,5_外汇,5_货币黄金,5_其他国外资产,5_对政府债权,5_对其他存款性公司债权,5_对其他金融性公司债权,5_对非金融性公司债权,5_其他资产,5_货币发行,5_其他存款,5_不计入储备货币的金融性公司存款,5_发行债券,5_国外负债,5_政府存款,5_自有资金,5_其他负债,5_总负债,6_各项存款,6_流通中货币,6_对国际金融机构负债,6_各项贷款,6_在国际金融机构资产,6_资金运用总计,7_各项存款,7_各项贷款,7_资金运用总计,8_各项存款,8_对国际金融机构负债,8_各项贷款,8_在国际金融机构资产,8_资金运用总计
2010/6,106.6,112.5,115.5,113.5,16310.33,114018.75,110356.71,3662.05,39151.14,47761.69,122929.95,19613.16,384817.29,100960.24,50855.59,636131.66,620823.22,201675.15,131673.96,287474.1,12721.92,5509.83,7212.09,2586.52,5215.44,51927.35,43373.08,6674.97,55230.31,23841.99,2586.52,896418.15,207272.61,540682.5,23749.32,485821.49,31111.7,673921.72,240580.0,38904.85,201675.15,433341.73,131673.96,287474.1,14193.66,12721.92,55230.31,24061.74,-17980.59,10.0431,6.7909,6.8165,38904.85,240580.0,673921.72,188703.99,669.84,8982.51,15621.19,8966.5,11498.54,43.96,8445.52,42566.89,111667.58,612.4,46975.16,719.1,31023.02,219.75,9148.14,242932.04,674098.03,38904.85,719.09,446045.62,1670.55,745762.44,2126.66,4117.36,5322.95,688539.95,719.09,474006.21,1670.55,573102.98
2010/7,105.9,112.6,113.5,108.4,17239.72,113144.01,109733.19,3410.82,39828.02,46488.7,122819.56,17971.59,388170.37,102660.15,52421.45,634592.38,619210.48,201120.91,131100.16,286989.41,12755.96,5192.49,7563.47,2625.93,5258.12,51464.59,44774.65,6429.31,56900.28,24477.61,2625.93,900743.57,210250.76,542024.65,21678.3,490874.48,29471.88,674051.48,240664.07,39543.16,201120.91,433387.41,131100.16,286989.41,15297.84,12755.96,56900.28,24697.36,-16129.67,10.288,6.775,6.7775,39543.16,240664.07,674051.48,190500.79,669.84,8971.14,15621.19,9025.71,11500.29,43.96,8436.93,42953.98,111384.09,631.44,47491.02,701.42,33770.92,219.75,7617.23,244769.85,675706.88,39543.16,701.42,451372.55,1673.31,753807.03,2143.01,4061.09,5350.15,690225.71,701.42,478886.36,1673.31,578792.32
2010/8,106.0,113.9,111.2,108.0,17419.17,112622.13,109003.51,3618.62,41482.11,47544.31,130462.83,19758.76,392459.24,104646.5,54719.01,643991.24,628166.17,204417.88,134975.2,288773.09,13113.73,5275.6,7838.13,2711.34,5282.01,54863.43,48945.14,6345.57,57407.21,24676.1,2711.34,921114.06,212891.42,550585.21,22203.9,497149.69,31231.62,687506.92,244340.64,39922.76,204417.88,443166.28,134975.2,288773.09,19417.99,13113.73,57407.21,24895.85,-19447.07,10.2764,6.8105,6.7901,39922.76,244340.64,687506.92,192833.34,669.84,9030.75,15583.11,9090.85,11472.87,43.96,7398.73,43541.38,110932.43,636.44,47179.63,716.1,34861.33,219.75,8036.39,246123.45,686463.53,39922.76,716.1,456818.62,1690.19,764507.1,2201.95,4092.71,5395.14,701459.9,716.1,484691.99,1690.19,587424.15
2010/9,106.1,112.0,111.4,106.4,18575.25,117271.51,112906.11,4365.41,41798.94,45570.79,132375.61,19057.06,397254.45,107112.1,53942.42,660345.87,643969.33,201967.5,142865.49,299136.35,13641.34,5493.65,8147.69,2735.2,5328.49,55221.08,40139.83,6696.04,58304.82,25173.82,2735.2,932958.14,215974.12,559825.36,24892.0,504410.51,30522.85,696471.5,243821.9,41854.41,201967.5,452649.59,142865.49,299136.35,10647.75,13641.34,58304.82,25393.57,-18011.74,10.4282,6.7011,6.7462,41854.41,243821.9,696471.5,195222.49,669.84,8918.28,15551.85,9136.4,11465.79,43.96,7675.26,46219.81,115100.53,639.62,44005.15,715.7,32458.79,219.75,9324.5,248683.87,701024.48,41854.41,715.7,462822.64,1704.01,774572.26,2298.06,4226.97,5659.2,716423.99,715.7,491148.01,1704.01,595056.67
2010/10,107.8,115.6,110.8,107.3,17310.46,121393.46,117590.31,3803.15,41906.93,43360.98,131643.68,19212.58,401994.6,108762.2,56832.94,658614.12,642062.53,211666.96,138357.86,292037.71,13739.15,5625.01,8114.14,2812.43,5270.62,54985.32,47778.4,6885.0,58447.43,25381.02,2812.43,942417.82,219811.74,563938.27,22481.39,510800.76,30656.12,699776.74,253313.17,41646.21,211666.96,446463.57,138357.86,292037.71,16068.0,13739.15,58447.43,25600.78,-13814.09,10.5165,6.6908,6.6732,41646.21,253313.17,699776.74,200640.26,669.84,8777.88,15551.85,9120.95,11443.54,43.96,7440.32,45449.35,120688.93,661.31,41671.81,701.69,34977.39,219.75,9318.36,253688.6,702793.71,41646.21,701.69,468699.94,1708.51,786498.91,2331.35,4285.83,5559.9,718392.28,701.69,497375.55,1708.51,601925.34
2010/11,108.6,117.9,112.8,107.4,18046.77,125670.08,121796.24,3873.84,42671.58,42264.0,131026.15,18039.94,406181.49,110640.87,57721.31,667380.73,650797.74,217168.16,140202.84,293426.73,13718.63,5984.09,7734.54,2864.37,5223.38,52721.98,47593.01,7351.58,59296.66,25848.17,2864.37,952262.17,222710.63,571200.87,24901.92,516866.31,29432.64,710339.02,259420.32,42252.16,217168.16,450918.7,140202.84,293426.73,17289.13,13718.63,59296.66,26067.92,-15510.75,10.1864,6.6762,6.6558,42252.16,259420.32,710339.03,203774.39,669.84,8289.57,15421.11,9318.35,11392.71,43.96,7543.82,46126.0,125648.25,669.36,41887.14,718.37,33190.77,219.75,7994.1,256453.74,708784.3,42252.16,718.37,474389.23,1689.6,796588.64,2321.13,4370.46,5705.0,724280.65,718.37,503567.29,1689.6,609362.4
2010/12,107.9,115.1,114.5,105.6,18524.81,136834.97,132817.12,4017.85,43460.46,40274.18,134452.82,19735.5,409539.12,112094.36,46692.41,684857.78,668318.47,221993.37,143232.08,303093.01,13566.09,6081.93,7484.16,2973.22,5629.0,55748.4,44255.17,7179.38,59105.24,26506.78,2973.22,961608.63,226044.95,587324.02,34604.25,521658.47,31061.3,725851.79,266621.54,44628.17,221993.37,459230.25,143232.08,303093.01,12905.15,13566.09,59105.24,26726.53,-11880.67,10.1992,6.6227,6.6515,44628.17,266621.54,725851.79,206766.71,669.84,7983.06,15421.11,9485.7,11325.81,24.99,7597.67,48646.02,136665.06,657.19,40497.23,720.08,24277.32,219.75,7592.23,259274.89,718237.93,44628.17,720.08,479195.55,1692.5,805879.09,2286.7,4534.47,5933.18,733382.03,720.08,509225.95,1692.5,615297.81
2011/1,108.0,118.2,112.7,106.2,20296.14,135162.87,129437.51,5725.36,43459.71,36111.61,129776.28,20179.9,415468.21,114810.69,48396.33,689272.67,665175.09,203701.07,143049.52,318424.51,20122.24,6839.41,13282.84,3975.34,10578.68,52360.74,37680.0,6696.41,60197.92,26564.29,3975.34,963661.73,229678.42,594222.53,32421.04,530303.88,31497.6,733884.93,261765.11,58064.04,203701.07,472119.82,143049.52,318424.51,10645.8,20122.24,60197.92,26784.04,-17088.19,10.2918,6.5891,6.6027,58063.94,261765.01,733884.83,211301.39,669.84,7986.03,15421.11,15912.63,11317.7,24.99,6355.1,63789.4,130295.08,898.59,38503.12,3878.57,26459.78,219.75,4944.5,268988.79,712828.05,58063.94,668.05,483493.87,1684.38,809303.1,2250.28,4635.62,6852.87,727655.35,668.05,514038.41,1684.38,614401.97
2011/2,108.7,119.5,115.0,106.5,20460.52,142791.91,137568.65,5223.26,43305.05,32974.84,137360.75,22057.84,420303.95,115873.09,48677.4,698192.74,673863.44,211930.26,140988.81,320944.37,20540.45,7265.74,13274.71,3788.85,5824.67,57360.92,43985.02,7009.87,61716.38,26589.5,3788.85,983805.35,231522.43,599170.89,29593.01,536202.03,33375.85,736130.96,259200.59,47270.34,211930.26,476930.36,140988.81,320944.37,14997.18,20540.45,61716.38,26809.25,-14503.72,10.3431,6.5752,6.5831,47270.24,259200.5,736130.86,213753.16,669.84,7976.56,15421.11,10478.06,11318.01,24.99,6408.32,52493.6,138736.32,1060.92,34903.59,4327.78,29133.15,219.75,5174.94,266050.05,726017.64,47270.24,671.88,488870.98,1688.16,817321.1,2285.63,4688.36,6904.07,741046.1,671.88,519697.89,1688.16,620518.38
2011/3,109.3,120.2,114.5,108.3,20801.44,146871.3,142444.1,4427.2,43783.32,35632.3,154449.98,25564.39,423349.26,118899.33,47948.48,726488.66,701500.26,221410.26,148781.1,331308.9,21189.81,7542.71,13647.1,3798.59,4915.11,62803.91,40556.52,7238.36,64385.38,26763.0,3798.59,1017299.8,235260.63,611055.84,31899.12,542273.59,36883.14,758130.98,266255.58,44845.32,221410.26,491875.4,148781.1,331308.9,11785.4,21189.81,64385.38,26982.76,-24372.46,10.3952,6.5564,6.5662,44845.22,266255.48,758130.88,217476.46,669.84,8131.18,15404.83,9561.47,11318.75,24.99,6230.52,49272.52,143292.86,978.43,31160.33,4579.94,27289.03,219.75,12025.18,268818.05,752838.4,44845.22,774.19,494740.7,1848.22,828977.41,2368.93,4775.5,6972.93,768370.08,774.19,526050.78,1848.22,628361.32
2011/4,108.5,116.8,112.3,109.1,20651.61,146964.21,143002.72,3961.49,44199.35,32611.15,152970.74,21136.27,429028.47,121371.8,49813.05,726616.31,701263.52,221277.89,153312.56,326673.07,21280.9,7240.27,14040.63,4071.89,4923.65,59593.3,40367.83,7578.96,66526.36,26878.06,4071.89,1018746.66,237086.97,610891.77,28016.11,550425.26,32450.41,757384.64,266766.99,45489.11,221277.89,490617.65,153312.56,326673.07,10632.02,21280.9,66526.36,27097.81,-24310.97,10.5347,6.499,6.5292,45489.03,266766.91,757384.56,220472.74,669.84,8158.57,15404.83,9502.68,11314.14,24.99,6217.22,49450.6,143858.9,900.1,29624.84,5286.84,31588.08,219.75,10835.91,271765.01,756262.39,45489.03,794.57,502170.76,1859.41,840401.58,2380.17,4850.89,7029.64,771731.14,794.57,533696.67,1859.41,636681.93
2011/5,108.8,115.2,110.8,109.6,20642.0,150663.61,146620.53,4043.07,44912.3,30577.05,151518.14,21933.43,433131.65,123528.26,50426.03,734184.25,708530.55,224686.79,156370.62,327473.14,21486.2,7174.76,14311.44,4167.5,5041.38,57351.97,40629.21,7715.92,67412.79,27024.94,4167.5,1027332.46,239662.27,615916.16,26042.32,556684.9,33188.94,763409.31,269289.72,44602.93,224686.79,494119.59,156370.62,327473.14,10275.83,21486.2,67412.79,27244.7,-23974.56,10.3802,6.4845,6.4988,44602.83,269289.63,763409.22,223606.82,669.84,7744.03,15404.83,9485.48,11255.51,24.99,6420.62,48646.0,147540.05,778.16,29296.52,5284.49,34274.82,219.75,8572.34,274612.12,767339.0,44602.83,803.07,507686.31,1850.07,850976.8,2391.37,4980.51,7075.54,782845.82,803.07,539982.41,1850.07,644181.57
2011/6,109.5,117.8,112.6,110.9,21977.5,158159.91,153821.93,4337.98,45770.8,26612.17,166119.01,29788.23,436947.86,125849.04,50642.68,753967.7,727055.16,230184.77,159299.78,337570.62,22774.85,8005.54,14769.32,4137.68,5262.97,68211.85,41217.54,8286.32,69587.17,27313.33,4137.68,1061867.2,243522.61,630497.6,26633.55,562821.88,41042.17,780820.97,274662.68,44477.91,230184.77,506158.28,159299.78,337570.62,9287.89,22774.85,69587.17,27533.08,-26695.87,10.3575,6.4716,6.4778,44477.8,274662.57,780820.85,226386.73,669.84,7641.29,15404.83,9678.04,11253.94,24.99,7018.94,48815.89,154653.99,802.6,27266.12,4866.43,34542.09,219.75,6911.74,278078.61,786432.56,44477.8,795.12,514025.54,1844.62,862194.16,2564.13,5018.35,7296.78,803026.61,795.12,546502.31,1844.62,652851.47
2011/7,109.7,116.8,113.4,111.8,21390.37,156336.44,152184.47,4151.97,46336.8,27145.97,158763.69,23129.74,440895.95,127577.62,51096.64,743054.07,716756.07,225362.56,160322.32,331071.18,22254.33,7388.94,14865.38,4043.68,5595.33,63482.81,43599.89,8034.14,71408.99,27503.66,4043.68,1052673.21,245699.83,626654.82,23777.7,568498.56,34378.57,772923.69,270545.7,45183.14,225362.56,502378.0,160322.32,331071.18,10984.49,22254.33,71408.99,27723.41,-21955.77,10.3043,6.4442,6.4614,45183.1,270545.65,772923.65,229159.78,669.84,7408.72,15404.83,9638.4,11248.83,24.99,7158.05,49335.11,153154.95,806.0,26234.13,4894.74,37963.93,219.75,8104.81,280713.44,779731.73,45183.1,802.32,518941.36,1834.6,870438.8,2476.65,5019.68,7174.32,795691.76,802.32,551289.19,1834.6,658645.89
2011/8,108.9,113.5,114.8,111.9,21019.24,158250.32,154066.23,4184.09,47365.55,25794.17,159776.91,26409.45,445021.69,129447.81,53086.73,749989.87,722883.18,227618.49,163846.37,331418.33,22652.98,7362.5,15290.48,4453.7,5772.99,65133.16,45793.98,7963.64,72027.08,27665.5,4453.7,1066171.85,247258.18,636118.52,23965.69,574494.48,37658.35,780852.34,273393.81,45775.33,227618.49,507458.53,163846.37,331418.33,12193.83,22652.98,72027.08,27885.26,-20040.96,10.2785,6.3687,6.409,45775.29,273393.77,780852.3,231459.72,669.84,7068.29,15399.73,9569.22,11248.9,24.99,7202.29,49959.41,155181.91,769.02,24608.56,4995.26,38799.59,219.75,8109.47,282642.97,786797.56,45775.29,802.71,524425.79,1805.7,881851.21,2561.11,5078.3,7208.45,803154.57,802.71,556859.38,1805.7,666158.28
2011/9,108.4,114.5,114.6,111.7,20353.6,164084.22,159026.33,5057.9,48174.72,23719.83,161523.02,29079.3,448124.97,131215.73,51949.77,760469.34,732945.6,220047.87,171105.43,341792.29,22757.37,7020.91,15736.46,4766.37,6081.67,69259.03,40497.75,8178.36,72964.02,27788.26,4766.37,1078225.16,248704.08,647552.48,27862.69,579365.69,40324.11,787406.24,267193.2,47145.32,220047.87,520213.04,171105.43,341792.29,7315.32,22757.37,72964.02,28008.01,-14879.09,9.9239,6.3549,6.3833,47145.29,267193.16,787406.2,233853.55,669.84,6677.37,15399.73,9556.6,11244.81,24.99,7485.33,52203.22,160000.93,860.56,22451.01,4671.93,35711.77,219.75,8793.05,284912.22,794100.44,47145.29,797.34,529118.34,1770.18,890896.72,2556.51,5238.87,7178.74,810346.82,797.34,562410.82,1770.18,673527.66
2011/10,105.9,111.0,110.2,110.3,22162.62,165082.45,160603.45,4479.0,48550.97,22655.99,156985.6,27234.9,454425.91,132484.99,53755.44,747321.0,726837.67,229973.28,162366.28,334498.11,16021.17,6707.47,9313.7,4462.16,8650.16,65577.41,53540.18,8226.66,73779.32,27895.1,4462.16,1083338.87,250046.81,650085.54,25160.77,586935.89,37988.88,816829.29,276552.71,46579.43,229973.28,540276.58,162366.28,334498.11,43412.19,16021.17,73779.32,28114.85,-34612.28,10.0281,6.3233,6.3566,46579.39,276552.67,816829.25,232960.15,669.84,6477.33,15399.73,12746.4,10753.98,24.99,6697.9,51058.43,161761.41,864.62,21465.41,3996.47,38789.93,219.75,7574.31,285730.32,791884.98,46579.39,797.21,534986.76,1784.51,898639.91,2626.15,5304.21,7342.42,808490.89,797.21,568526.84,1784.51,681835.42
2011/11,103.2,104.3,104.6,108.5,22298.27,168189.94,163783.08,4406.86,48972.88,20617.05,161660.11,29104.52,459637.1,133866.22,56679.71,754276.18,733366.34,234099.11,162640.0,336627.23,16405.07,6860.64,9544.42,4504.77,6660.68,71479.03,55846.54,8191.32,74245.36,28084.01,4504.77,1101025.79,250408.51,663626.12,30244.13,593528.31,39853.67,825493.98,281416.41,47317.3,234099.11,544077.57,162640.0,336627.23,44810.34,16405.07,74245.36,28303.76,-30413.54,9.8496,6.3482,6.3408,47317.26,281416.37,825493.94,232699.35,669.84,6184.94,15399.73,10409.85,10749.15,24.99,6739.36,51724.16,164900.34,874.5,21442.97,3252.57,34128.48,219.75,6334.44,282877.21,795113.97,47317.26,823.78,540616.2,1744.89,905902.02,2667.55,5311.89,7326.28,812048.09,823.78,574337.16,1744.89,689440.57
2011/12,102.3,104.7,100.7,108.9,24211.74,173004.06,167902.49,5101.57,49697.85,22323.96,179466.04,34329.18,465395.19,135214.36,54224.67,780043.92,758512.74,239099.23,166616.04,352797.47,16809.07,7118.48,9690.59,4722.11,6763.86,85081.98,52210.89,7765.86,75409.69,28642.0,4722.11,1137867.06,251644.5,687971.6,42363.92,600634.54,44973.15,851590.94,289847.73,50748.5,239099.23,561743.2,166616.04,352797.47,42329.69,16809.07,75409.69,28861.75,-33055.34,9.6736,6.3009,6.3281,50748.46,289847.7,851590.9,232388.73,669.84,4839.49,15399.73,10247.54,10643.97,24.99,6763.31,55850.07,168791.68,908.37,23336.66,2699.44,22733.66,219.75,6437.97,280977.6,809368.33,50748.46,776.46,547946.69,1718.67,913226.33,2750.88,5387.45,7408.98,826701.35,776.46,581892.5,1718.67,697965.18
2012/1,101.3,103.5,99.8,107.0,25061.18,176813.39,168894.41,7918.97,49162.18,21380.75,169615.65,32051.56,472184.29,136756.74,53049.72,768379.55,746708.51,210189.68,165954.96,370563.88,17383.4,6780.43,10602.98,4287.64,18715.58,76511.47,57333.42,8297.64,75599.57,28753.48,4287.64,1136075.46,253690.13,691214.32,39485.34,608966.03,42762.95,855898.89,270010.4,59820.72,210189.68,585888.49,165954.96,370563.88,49369.66,17383.4,75599.57,28973.23,-32950.65,9.7896,6.3115,6.3168,59820.72,270010.4,855898.89,234139.1,669.84,4787.49,15399.73,22525.74,10711.39,24.99,6765.76,67739.73,169651.98,928.02,23227.88,2669.84,25076.57,219.75,5510.29,295024.05,801385.32,59820.72,741.11,555253.05,1713.87,924452.58,2898.76,5360.79,7323.59,819680.66,741.11,589087.7,1713.87,707659.2
2012/2,100.6,101.0,99.0,106.5,26163.25,171111.86,166201.12,4910.74,49951.01,22101.45,183387.67,33925.63,479791.01,137405.27,55259.97,782916.09,759985.27,218863.33,168850.63,372271.31,18927.58,6927.07,12000.51,4003.25,6897.45,85199.45,63201.67,8334.06,78250.54,28849.66,4003.25,1159097.12,255520.52,700322.71,38539.25,617221.26,44562.19,867171.42,270312.11,51448.78,218863.33,596859.3,168850.63,372271.31,55737.36,18927.58,78250.54,29069.42,-37575.73,9.8291,6.2919,6.3,51448.78,270312.11,867171.42,234769.61,669.84,4706.76,15399.73,10302.27,10636.56,24.99,6766.73,56359.54,166983.56,951.43,23109.24,2454.88,26811.49,219.75,6386.59,283276.49,817398.08,51448.78,765.88,562360.4,1701.96,934180.42,3169.34,5444.29,7465.19,837339.27,765.88,596615.35,1701.96,717548.42
2012/3,100.3,101.3,98.3,106.4,27857.32,176421.97,171639.13,4782.85,49853.23,22898.75,209443.65,40258.88,488787.6,140202.5,53184.78,816395.4,791762.37,228402.38,177916.53,385443.46,20468.7,7032.69,13436.0,4164.34,7619.6,99761.62,60329.0,8637.3,80404.83,29028.61,4164.34,1208908.69,258068.06,722026.16,42117.11,629015.09,50893.96,895565.5,277998.11,49595.74,228402.38,617567.38,177916.53,385443.46,54207.39,20468.7,80404.83,29248.37,-45593.17,9.7504,6.2943,6.3081,49595.74,277998.11,895565.5,235799.52,669.84,4225.27,15349.06,10551.5,10635.08,24.99,6767.13,54378.61,172305.67,1106.94,21439.97,1846.58,23085.18,219.75,9639.68,284022.38,846931.7,49595.74,765.54,572474.82,1705.93,948135.79,3418.49,5594.84,7675.4,868448.71,765.54,607690.42,1705.93,731116.17
2012/4,99.9,101.3,97.8,105.4,29735.76,173569.31,169032.74,4536.56,50429.32,20610.49,205974.09,35057.94,493126.61,141631.86,55663.76,809637.96,783551.38,224784.5,179840.99,378925.88,21842.22,7006.15,14836.08,4244.36,7873.78,96707.17,62731.95,8804.95,81302.94,29152.04,4244.36,1205799.14,258978.41,718888.65,38417.72,634783.46,45687.47,889604.04,274983.82,50199.32,224784.5,614620.21,179840.99,378925.88,55853.34,21842.22,81302.94,29371.79,-44253.94,9.7354,6.2787,6.2966,50199.32,274983.82,889604.04,235173.97,669.84,4139.48,15349.06,10793.07,10629.52,24.99,6771.8,54735.91,169629.74,1106.15,19668.53,1935.7,27360.66,219.75,8895.3,283551.73,842275.28,50199.32,756.47,579292.11,1697.92,954335.72,3645.22,5610.06,7743.15,865162.54,756.47,614515.97,1697.92,737840.5
2012/5,98.9,100.8,97.1,102.9,30633.47,172420.11,167952.03,4468.08,50191.25,20908.06,211979.92,35129.3,499626.32,143743.98,57792.02,819861.33,792529.05,229616.6,181670.46,381242.0,22778.86,6966.28,15812.58,4553.41,8179.7,97101.26,64449.49,8824.18,82875.24,29319.75,4553.41,1222424.43,259760.3,725155.13,36000.47,643395.29,45759.37,900048.77,278656.31,49039.72,229616.6,621392.46,181670.46,381242.0,58480.01,22778.86,82875.24,29539.5,-50326.94,9.5683,6.3355,6.3062,49039.72,278656.31,900048.77,235159.32,669.84,4082.99,15349.06,11048.23,10630.07,24.99,6790.24,53507.82,168444.97,1153.54,18777.97,1961.14,29539.83,219.75,10149.71,283754.74,854499.67,49039.72,793.61,587224.43,1677.15,962286.13,3776.4,5657.94,7883.39,878425.04,793.61,623070.3,1677.15,745980.68
2012/6,97.5,96.9,95.2,100.3,32057.32,178259.33,173249.68,5009.66,51144.37,19392.54,233288.44,43374.46,507098.07,146439.2,57630.24,850305.55,821146.74,238241.53,186605.61,396299.6,24465.36,7541.83,16923.54,4693.44,10239.47,108075.99,60753.5,9661.35,85313.96,29603.75,4693.44,1268683.98,261277.2,746505.22,38943.16,653562.26,53999.8,924991.2,287526.17,49284.64,238241.53,637465.03,186605.61,396299.6,54559.82,24465.36,85313.96,29823.5,-56811.61,9.5984,6.3249,6.3178,49284.64,287526.17,924991.2,235189.82,669.84,4118.63,15349.06,13303.72,10625.33,24.99,6789.65,54294.32,173756.53,1182.27,18690.9,1097.06,27550.26,219.75,9279.95,286071.05,883068.72,49284.64,780.41,596422.59,1678.42,974719.11,4051.42,5822.59,7990.78,908693.54,780.41,633249.91,1678.42,758871.48
2012/7,96.3,95.5,94.3,97.6,32450.8,175435.61,170734.06,4701.55,51836.67,17354.93,218128.46,36490.82,511494.59,148249.29,58897.61,842445.45,812482.23,233384.83,188282.37,390815.03,25015.75,7267.01,17748.74,4947.47,8863.44,95605.81,63341.71,9110.08,86607.41,29661.41,4947.47,1250338.78,262286.45,743175.35,36289.72,659768.87,47116.76,919072.4,283090.68,49705.85,233384.83,635981.72,188282.37,390815.03,56884.32,25015.75,86607.41,29881.17,-55114.92,9.5507,6.332,6.3235,49705.85,283090.68,919072.4,235221.27,669.84,4090.77,15313.69,11820.33,10625.94,24.99,6813.43,54407.42,171121.34,1239.82,17927.6,1036.16,30860.63,219.75,7767.55,284580.27,878062.3,49705.85,780.47,601823.8,1648.41,981259.38,4124.31,5833.61,8272.55,904177.43,780.47,638762.22,1648.41,765833.32
2012/8,96.1,98.2,92.0,97.2,32677.66,177881.73,173047.71,4834.02,54252.15,16400.77,214673.23,36176.36,515985.71,151036.95,60682.42,847388.67,817403.26,235504.2,190002.31,391896.75,25289.31,7338.32,17950.99,4696.1,11263.38,92552.56,63385.06,9337.5,87868.73,29908.3,4696.1,1259766.99,262367.62,751852.55,38387.87,667047.65,46417.02,924894.59,285739.27,50235.06,235504.2,639155.32,190002.31,391896.75,57256.27,25289.31,87868.73,30128.05,-53960.51,9.657,6.3449,6.3404,50235.06,285739.27,924894.59,235276.63,669.84,4109.25,15313.69,14336.45,10240.67,24.99,6003.44,55069.1,173418.25,1279.18,17811.73,1028.26,31177.96,219.75,5970.72,285974.95,883106.28,50235.06,796.94,608863.25,1656.32,990695.19,4150.66,5950.85,8323.59,909441.81,796.94,646620.8,1656.32,776376.06
2012/9,96.2,96.9,90.4,98.5,31760.65,182267.8,176523.51,5744.29,54886.77,15461.48,222477.76,45233.72,520718.03,154318.86,58580.89,867498.37,837186.75,233354.72,200657.45,403174.58,25097.59,7463.6,17634.0,5214.02,14714.05,98311.78,58809.9,8790.43,88415.52,30072.1,5214.02,1285705.97,261919.21,772580.93,42051.38,675061.88,55467.67,943688.75,286788.21,53433.49,233354.72,656900.55,200657.45,403174.58,53068.52,25097.59,88415.52,30291.85,-52993.58,9.779,6.341,6.3395,53433.49,286788.21,943688.75,235297.01,669.84,4223.66,15313.69,17901.8,10233.95,24.99,5992.82,59177.8,176854.78,1297.06,17464.18,1241.52,28149.08,219.75,5253.58,289657.75,899647.06,53433.49,793.58,615089.48,1673.11,1002829.03,4138.45,6229.08,8655.42,925888.95,793.58,654588.1,1673.11,789109.2
2012/10,97.3,96.4,93.0,99.6,30879.84,182722.45,177768.83,4953.62,55406.35,15065.54,212112.14,41136.6,525470.77,155772.29,61644.22,860685.62,830016.9,241842.07,191726.59,396448.24,25288.61,7975.69,17312.92,5380.12,17292.99,91280.56,60385.1,8710.85,88623.99,30219.6,5380.12,1280210.2,261131.54,770212.03,37574.78,681268.05,51369.2,936404.28,293309.78,51467.71,241842.07,643094.49,191726.59,396448.24,54919.67,25288.61,88623.99,30439.35,-49412.65,9.7059,6.3002,6.3144,51467.71,293309.78,936404.28,235307.85,669.84,4127.35,15313.69,20443.37,10232.6,24.99,6184.73,56421.35,178094.61,1286.74,16798.06,1142.48,33145.25,219.75,5196.17,292304.42,896846.62,51467.71,830.67,620143.19,1680.69,1008671.53,4176.19,6433.43,8944.5,923157.46,830.67,660675.1,1680.69,795918.25
2012/11,98.0,99.7,95.1,99.5,29724.55,182043.86,177025.54,5018.33,55379.32,14387.97,218383.05,41848.56,529529.15,158138.82,63196.86,865901.65,835626.88,244490.93,192173.76,398962.19,25102.04,8085.39,17016.66,5172.73,13586.77,95978.15,62123.13,8795.17,90324.2,30330.24,5172.73,1292632.15,259743.21,778865.08,39094.46,687692.96,52077.66,944832.35,296883.05,52392.12,244490.93,647949.31,192173.76,398962.19,56813.36,25102.04,90324.2,30549.99,-52200.29,9.6527,6.2892,6.2953,52392.12,296883.0,944832.4,235203.83,669.84,4089.76,15313.69,16548.06,10229.1,24.99,7798.13,57410.47,177487.73,1333.84,15812.6,1149.6,31598.55,219.75,4864.85,289877.39,901585.93,52392.12,839.34,625363.56,1648.65,1013664.37,4157.28,6599.37,8987.29,927731.92,839.34,666868.33,1648.65,802641.71
2012/12,98.4,101.9,96.8,98.0,28798.51,197132.46,191146.29,5986.17,56123.29,12708.95,237024.57,50519.92,534132.68,160193.84,60228.57,891427.87,861307.17,254004.46,195940.13,411362.59,24454.11,8036.07,16418.04,5666.58,13903.05,108636.25,62999.21,9900.25,92318.27,30725.27,5666.58,1336862.79,258850.91,805593.77,50683.71,694351.52,60558.54,974148.8,308664.23,54659.77,254004.46,665484.57,195940.13,411362.59,58181.86,24454.11,92318.27,30945.02,-57421.53,9.6603,6.2855,6.29,54659.77,308664.23,974148.8,236669.93,669.84,4077.13,15313.69,16701.08,10038.62,24.99,11041.91,60645.97,191699.2,1348.85,13880.0,1464.24,20753.27,219.75,4525.91,294537.19,917554.77,54659.77,827.68,629909.64,1640.6,1024067.49,4064.51,6835.57,8964.07,943102.27,827.68,672874.61,1640.6,813082.29
